Combo_ID,Blocks_Count,Feature_Count,Combo_Name,Bets_Count,Win_Pct,ROI
1132,6,22,Elo戰力 + R40_攻防 + R10_四因子 + R5_節奏 + R40_攻防差值 + 傷病_PIE,644,56.99,8.28
948,5,18,R5_攻防 + R10_四因子 + R10_節奏 + 傷病_NetRating + 傷病_PIE,544,56.99,8.27
1583,7,24,Elo戰力 + R40_攻防 + R20_四因子 + R20_節奏 + R5_節奏 + R40_攻防差值 + 傷病_PIE,639,56.96,8.23
1515,7,26,Elo戰力 + R40_攻防 + R5_攻防 + R20_四因子 + R10_節奏 + R40_攻防差值 + 傷病_PIE,627,56.94,8.18
202,3,12,R10_四因子 + R10_節奏 + R5_節奏,462,56.93,8.16
932,5,19,R5_攻防 + R20_四因子 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,578,56.92,8.15
1797,7,22,R5_攻防 + R20_四因子 + R20_節奏 + R10_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE,571,56.92,8.14
1575,7,28,Elo戰力 + R40_攻防 + R20_四因子 + R10_四因子 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,654,56.88,8.07
1685,7,21,Elo戰力 + R20_四因子 + R20_節奏 + R10_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE,626,56.87,8.05
1197,6,21,Elo戰力 + R5_攻防 + R10_四因子 + R10_節奏 + R5_節奏 + 傷病_PIE,635,56.85,8.02
1603,7,23,Elo戰力 + R40_攻防 + R10_四因子 + R10_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE,638,56.74,7.81
619,5,19,Elo戰力 + R40_攻防 + R10_四因子 + R10_節奏 + 傷病_PIE,670,56.72,7.76
1430,6,20,R5_攻防 + R20_四因子 + R20_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE,559,56.71,7.75
1536,7,25,Elo戰力 + R40_攻防 + R5_攻防 + R10_四因子 + R10_節奏 + 傷病_NetRating + 傷病_PIE,626,56.71,7.75
1361,6,24,R40_攻防 + R20_四因子 + R10_四因子 + R10_節奏 + 傷病_NetRating + 傷病_PIE,612,56.7,7.73
1475,6,18,R20_四因子 + R20_節奏 + R10_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE,568,56.69,7.71
1000,5,16,R20_四因子 + R10_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE,540,56.67,7.67
1680,7,25,Elo戰力 + R20_四因子 + R10_四因子 + R10_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE,646,56.66,7.65
45,2,10,R20_四因子 + 傷病_PIE,542,56.64,7.62
1518,7,26,Elo戰力 + R40_攻防 + R5_攻防 + R20_四因子 + R5_節奏 + R40_攻防差值 + 傷病_PIE,629,56.6,7.54
1110,6,21,Elo戰力 + R40_攻防 + R20_四因子 + R10_節奏 + 傷病_NetRating + 傷病_PIE,647,56.57,7.48
1580,7,24,Elo戰力 + R40_攻防 + R20_四因子 + R20_節奏 + R10_節奏 + R40_攻防差值 + 傷病_PIE,656,56.55,7.45
1588,7,23,Elo戰力 + R40_攻防 + R20_四因子 + R10_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE,683,56.52,7.38
755,5,17,Elo戰力 + R10_四因子 + R5_節奏 + 傷病_NetRating + 傷病_PIE,662,56.5,7.34
641,5,15,Elo戰力 + R40_攻防 + R10_節奏 + 傷病_NetRating + 傷病_PIE,655,56.49,7.33
1035,6,23,Elo戰力 + R40_攻防 + R5_攻防 + R20_四因子 + R10_節奏 + R5_節奏,581,56.45,7.26
1310,6,23,R40_攻防 + R5_攻防 + R20_四因子 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,597,56.45,7.25
347,4,11,Elo戰力 + R10_節奏 + 傷病_NetRating + 傷病_PIE,645,56.43,7.22
1585,7,24,Elo戰力 + R40_攻防 + R20_四因子 + R20_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,638,56.43,7.21
471,4,16,R5_攻防 + R10_四因子 + 傷病_NetRating + 傷病_PIE,608,56.41,7.19
506,4,18,R20_四因子 + R10_四因子 + 傷病_NetRating + 傷病_PIE,601,56.41,7.17
951,5,18,R5_攻防 + R10_四因子 + R5_節奏 + 傷病_NetRating + 傷病_PIE,559,56.35,7.07
1203,6,21,Elo戰力 + R5_攻防 + R10_四因子 + R5_節奏 + 傷病_NetRating + 傷病_PIE,623,56.34,7.05
1075,6,19,Elo戰力 + R40_攻防 + R5_攻防 + R10_節奏 + 傷病_NetRating + 傷病_PIE,652,56.29,6.95
604,5,19,Elo戰力 + R40_攻防 + R20_四因子 + R10_節奏 + 傷病_PIE,629,56.28,6.93
1646,7,24,Elo戰力 + R5_攻防 + R20_四因子 + R5_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,638,56.27,6.91
1180,6,21,Elo戰力 + R5_攻防 + R20_四因子 + R10_節奏 + 傷病_NetRating + 傷病_PIE,647,56.26,6.89
1574,7,27,Elo戰力 + R40_攻防 + R20_四因子 + R10_四因子 + R5_節奏 + 傷病_NetRating + 傷病_PIE,647,56.26,6.89
1104,6,21,Elo戰力 + R40_攻防 + R20_四因子 + R20_節奏 + 傷病_NetRating + 傷病_PIE,640,56.25,6.87
211,3,12,R10_四因子 + 傷病_NetRating + 傷病_PIE,610,56.23,6.84
1590,7,24,Elo戰力 + R40_攻防 + R20_四因子 + R5_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,658,56.23,6.84
1627,7,27,Elo戰力 + R5_攻防 + R20_四因子 + R10_四因子 + R10_節奏 + 傷病_NetRating + 傷病_PIE,626,56.23,6.84
1676,7,25,Elo戰力 + R20_四因子 + R10_四因子 + R20_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE,626,56.23,6.84
1601,7,24,Elo戰力 + R40_攻防 + R10_四因子 + R10_節奏 + R5_節奏 + R40_攻防差值 + 傷病_NetRating,578,56.23,6.83
732,5,17,Elo戰力 + R20_四因子 + R10_節奏 + 傷病_NetRating + 傷病_PIE,635,56.22,6.82
919,5,18,R5_攻防 + R20_四因子 + R20_節奏 + R5_節奏 + 傷病_PIE,523,56.21,6.81
186,3,12,R20_四因子 + R20_節奏 + 傷病_PIE,491,56.21,6.8
267,4,13,Elo戰力 + R40_攻防 + 傷病_NetRating + 傷病_PIE,669,56.2,6.79
1149,6,18,Elo戰力 + R40_攻防 + R5_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,653,56.2,6.78
1640,7,23,Elo戰力 + R5_攻防 + R20_四因子 + R20_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE,605,56.2,6.78
1510,7,25,Elo戰力 + R40_攻防 + R5_攻防 + R20_四因子 + R20_節奏 + 傷病_NetRating + 傷病_PIE,646,56.19,6.76
1691,7,21,Elo戰力 + R10_四因子 + R20_節奏 + R10_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE,639,56.18,6.74
1788,7,26,R5_攻防 + R20_四因子 + R10_四因子 + R20_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE,559,56.17,6.73
1118,6,21,Elo戰力 + R40_攻防 + R10_四因子 + R20_節奏 + R10_節奏 + 傷病_PIE,632,56.17,6.72
1268,6,20,Elo戰力 + R10_四因子 + R10_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,650,56.15,6.69
769,5,13,Elo戰力 + R10_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE,643,56.14,6.67
1326,6,22,R40_攻防 + R5_攻防 + R10_四因子 + R10_節奏 + 傷病_NetRating + 傷病_PIE,590,56.1,6.59
729,5,17,Elo戰力 + R20_四因子 + R10_節奏 + R5_節奏 + 傷病_PIE,690,56.09,6.57
1681,7,26,Elo戰力 + R20_四因子 + R10_四因子 + R10_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,649,56.09,6.56
952,5,19,R5_攻防 + R10_四因子 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,560,56.07,6.54
44,2,10,R20_四因子 + 傷病_NetRating,537,56.05,6.5
1297,6,22,R40_攻防 + R5_攻防 + R20_四因子 + R20_節奏 + R5_節奏 + 傷病_PIE,562,56.05,6.49
1251,6,20,Elo戰力 + R20_四因子 + R10_節奏 + R5_節奏 + R40_攻防差值 + 傷病_PIE,639,56.03,6.45
736,5,18,Elo戰力 + R20_四因子 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,664,56.02,6.45
325,4,15,Elo戰力 + R10_四因子 + R10_節奏 + 傷病_PIE,673,56.02,6.43
1088,6,25,Elo戰力 + R40_攻防 + R20_四因子 + R10_四因子 + R10_節奏 + 傷病_PIE,657,56.01,6.42
609,5,20,Elo戰力 + R40_攻防 + R20_四因子 + R40_攻防差值 + 傷病_PIE,659,55.99,6.39
1127,6,21,Elo戰力 + R40_攻防 + R10_四因子 + R10_節奏 + R5_節奏 + 傷病_PIE,668,55.99,6.38
854,5,18,R40_攻防 + R20_四因子 + R10_節奏 + R5_節奏 + 傷病_NetRating,527,55.98,6.36
762,5,13,Elo戰力 + R20_節奏 + R10_節奏 + 傷病_NetRating + 傷病_PIE,631,55.94,6.29
1626,7,28,Elo戰力 + R5_攻防 + R20_四因子 + R10_四因子 + R10_節奏 + R40_攻防差值 + 傷病_PIE,631,55.94,6.29
645,5,16,Elo戰力 + R40_攻防 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,683,55.93,6.27
624,5,20,Elo戰力 + R40_攻防 + R10_四因子 + R40_攻防差值 + 傷病_PIE,660,55.91,6.23
516,4,14,R20_四因子 + R20_節奏 + 傷病_NetRating + 傷病_PIE,585,55.9,6.21
1154,6,25,Elo戰力 + R5_攻防 + R20_四因子 + R10_四因子 + R20_節奏 + 傷病_PIE,628,55.89,6.19
1306,6,22,R40_攻防 + R5_攻防 + R20_四因子 + R10_節奏 + 傷病_NetRating + 傷病_PIE,628,55.89,6.19
1130,6,21,Elo戰力 + R40_攻防 + R10_四因子 + R10_節奏 + 傷病_NetRating + 傷病_PIE,648,55.86,6.14
625,5,19,Elo戰力 + R40_攻防 + R10_四因子 + 傷病_NetRating + 傷病_PIE,657,55.86,6.13
990,5,16,R20_四因子 + R20_節奏 + R10_節奏 + R5_節奏 + 傷病_PIE,496,55.85,6.11
464,4,16,R5_攻防 + R10_四因子 + R10_節奏 + 傷病_NetRating,523,55.83,6.08
1781,7,26,R5_攻防 + R20_四因子 + R10_四因子 + R20_節奏 + R10_節奏 + R5_節奏 + 傷病_NetRating,523,55.83,6.08
1015,5,16,R10_四因子 + R10_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE,584,55.82,6.06
1389,6,20,R40_攻防 + R10_四因子 + R20_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE,622,55.79,6.0
1114,6,22,Elo戰力 + R40_攻防 + R20_四因子 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,640,55.78,5.98
746,5,17,Elo戰力 + R10_四因子 + R20_節奏 + 傷病_NetRating + 傷病_PIE,637,55.73,5.89
979,5,20,R20_四因子 + R10_四因子 + R10_節奏 + R5_節奏 + 傷病_NetRating,515,55.73,5.88
1252,6,19,Elo戰力 + R20_四因子 + R10_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE,646,55.73,5.88
1380,6,21,R40_攻防 + R20_四因子 + R5_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,612,55.72,5.87
1643,7,24,Elo戰力 + R5_攻防 + R20_四因子 + R10_節奏 + R5_節奏 + R40_攻防差值 + 傷病_PIE,621,55.72,5.86
328,4,15,Elo戰力 + R10_四因子 + R5_節奏 + 傷病_PIE,666,55.71,5.84
1756,7,27,R40_攻防 + R20_四因子 + R10_四因子 + R20_節奏 + R10_節奏 + R40_攻防差值 + 傷病_PIE,580,55.69,5.81
1029,6,27,Elo戰力 + R40_攻防 + R5_攻防 + R20_四因子 + R10_四因子 + 傷病_PIE,643,55.68,5.79
1184,6,22,Elo戰力 + R5_攻防 + R20_四因子 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,627,55.66,5.76
1226,6,23,Elo戰力 + R20_四因子 + R10_四因子 + R20_節奏 + R5_節奏 + 傷病_PIE,636,55.66,5.75
1050,6,23,Elo戰力 + R40_攻防 + R5_攻防 + R10_四因子 + R10_節奏 + R5_節奏,566,55.65,5.74
756,5,18,Elo戰力 + R10_四因子 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,656,55.64,5.72
1200,6,21,Elo戰力 + R5_攻防 + R10_四因子 + R10_節奏 + 傷病_NetRating + 傷病_PIE,638,55.64,5.72
1459,6,22,R20_四因子 + R10_四因子 + R20_節奏 + R10_節奏 + R5_節奏 + 傷病_NetRating,514,55.64,5.72
1776,7,23,R40_攻防 + R10_四因子 + R20_節奏 + R10_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,631,55.63,5.69
1393,6,20,R40_攻防 + R10_四因子 + R10_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE,588,55.61,5.66
1655,7,23,Elo戰力 + R5_攻防 + R10_四因子 + R20_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE,624,55.61,5.66
1550,7,22,Elo戰力 + R40_攻防 + R5_攻防 + R20_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,651,55.61,5.65
1592,7,23,Elo戰力 + R40_攻防 + R10_四因子 + R20_節奏 + R10_節奏 + R5_節奏 + 傷病_NetRating,590,55.59,5.63
1044,6,23,Elo戰力 + R40_攻防 + R5_攻防 + R20_四因子 + 傷病_NetRating + 傷病_PIE,635,55.59,5.62
1123,6,22,Elo戰力 + R40_攻防 + R10_四因子 + R20_節奏 + R40_攻防差值 + 傷病_PIE,635,55.59,5.62
1239,6,24,Elo戰力 + R20_四因子 + R10_四因子 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,662,55.59,5.62
765,5,13,Elo戰力 + R20_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE,655,55.57,5.59
1011,5,16,R10_四因子 + R20_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE,583,55.57,5.59
1604,7,24,Elo戰力 + R40_攻防 + R10_四因子 + R10_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,682,55.57,5.59
1792,7,26,R5_攻防 + R20_四因子 + R10_四因子 + R10_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE,574,55.57,5.59
32,2,12,R5_攻防 + R10_四因子,504,55.56,5.56
1303,6,22,R40_攻防 + R5_攻防 + R20_四因子 + R10_節奏 + R5_節奏 + 傷病_PIE,558,55.56,5.56
1538,7,26,Elo戰力 + R40_攻防 + R5_攻防 + R10_四因子 + R5_節奏 + R40_攻防差值 + 傷病_PIE,639,55.56,5.56
1476,6,19,R20_四因子 + R20_節奏 + R10_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,551,55.54,5.52
500,4,18,R20_四因子 + R10_四因子 + R10_節奏 + 傷病_PIE,506,55.53,5.51
1248,6,19,Elo戰力 + R20_四因子 + R20_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE,661,55.52,5.49
1573,7,28,Elo戰力 + R40_攻防 + R20_四因子 + R10_四因子 + R5_節奏 + R40_攻防差值 + 傷病_PIE,634,55.52,5.49
1593,7,23,Elo戰力 + R40_攻防 + R10_四因子 + R20_節奏 + R10_節奏 + R5_節奏 + 傷病_PIE,634,55.52,5.49
1694,7,22,Elo戰力 + R10_四因子 + R10_節奏 + R5_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,616,55.52,5.49
1745,7,25,R40_攻防 + R5_攻防 + R10_四因子 + R5_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,616,55.52,5.49
983,5,20,R20_四因子 + R10_四因子 + R10_節奏 + 傷病_NetRating + 傷病_PIE,580,55.52,5.48
1309,6,22,R40_攻防 + R5_攻防 + R20_四因子 + R5_節奏 + 傷病_NetRating + 傷病_PIE,598,55.52,5.48
752,5,17,Elo戰力 + R10_四因子 + R10_節奏 + 傷病_NetRating + 傷病_PIE,663,55.51,5.46
1672,7,26,Elo戰力 + R20_四因子 + R10_四因子 + R20_節奏 + R10_節奏 + R40_攻防差值 + 傷病_PIE,636,55.5,5.46
1445,6,20,R5_攻防 + R10_四因子 + R20_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE,555,55.5,5.44
827,5,17,R40_攻防 + R5_攻防 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,638,55.49,5.42
1553,7,21,Elo戰力 + R40_攻防 + R5_攻防 + R10_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE,667,55.47,5.4
1602,7,24,Elo戰力 + R40_攻防 + R10_四因子 + R10_節奏 + R5_節奏 + R40_攻防差值 + 傷病_PIE,667,55.47,5.4
1194,6,21,Elo戰力 + R5_攻防 + R10_四因子 + R20_節奏 + 傷病_NetRating + 傷病_PIE,613,55.46,5.38
555,4,10,R20_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE,577,55.46,5.37
1434,6,20,R5_攻防 + R20_四因子 + R10_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE,550,55.45,5.36
1765,7,27,R40_攻防 + R20_四因子 + R10_四因子 + R10_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,617,55.43,5.32
786,5,20,R40_攻防 + R5_攻防 + R20_四因子 + R10_節奏 + 傷病_PIE,563,55.42,5.29
1435,6,21,R5_攻防 + R20_四因子 + R10_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,563,55.42,5.29
1442,6,20,R5_攻防 + R10_四因子 + R20_節奏 + R10_節奏 + 傷病_NetRating + 傷病_PIE,545,55.41,5.28
1494,7,29,Elo戰力 + R40_攻防 + R5_攻防 + R20_四因子 + R10_四因子 + R10_節奏 + 傷病_PIE,612,55.39,5.25
90,3,13,Elo戰力 + R20_四因子 + 傷病_PIE,668,55.39,5.24
1163,6,26,Elo戰力 + R5_攻防 + R20_四因子 + R10_四因子 + R40_攻防差值 + 傷病_PIE,677,55.39,5.24
1509,7,26,Elo戰力 + R40_攻防 + R5_攻防 + R20_四因子 + R20_節奏 + R40_攻防差值 + 傷病_PIE,632,55.38,5.22
379,4,14,R40_攻防 + R5_攻防 + 傷病_NetRating + 傷病_PIE,605,55.37,5.21
1660,7,24,Elo戰力 + R5_攻防 + R10_四因子 + R10_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,614,55.37,5.21
1129,6,22,Elo戰力 + R40_攻防 + R10_四因子 + R10_節奏 + R40_攻防差值 + 傷病_PIE,652,55.37,5.2
1677,7,26,Elo戰力 + R20_四因子 + R10_四因子 + R20_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,643,55.37,5.19
1420,6,24,R5_攻防 + R20_四因子 + R10_四因子 + R5_節奏 + 傷病_NetRating + 傷病_PIE,578,55.36,5.19
1158,6,25,Elo戰力 + R5_攻防 + R20_四因子 + R10_四因子 + R10_節奏 + 傷病_PIE,636,55.35,5.16
1275,6,16,Elo戰力 + R10_節奏 + R5_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,636,55.35,5.16
1148,6,18,Elo戰力 + R40_攻防 + R10_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,674,55.34,5.15
1173,6,22,Elo戰力 + R5_攻防 + R20_四因子 + R20_節奏 + R40_攻防差值 + 傷病_PIE,627,55.34,5.15
1267,6,19,Elo戰力 + R10_四因子 + R10_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE,618,55.34,5.15
1365,6,25,R40_攻防 + R20_四因子 + R10_四因子 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,618,55.34,5.15
1760,7,26,R40_攻防 + R20_四因子 + R10_四因子 + R20_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE,618,55.34,5.15
1111,6,22,Elo戰力 + R40_攻防 + R20_四因子 + R5_節奏 + R40_攻防差值 + 傷病_NetRating,600,55.33,5.13
445,4,16,R5_攻防 + R20_四因子 + R20_節奏 + 傷病_NetRating,535,55.33,5.12
589,5,17,Elo戰力 + R40_攻防 + R5_攻防 + 傷病_NetRating + 傷病_PIE,685,55.33,5.12
240,4,21,Elo戰力 + R40_攻防 + R20_四因子 + R10_四因子,611,55.32,5.11
1769,7,22,R40_攻防 + R20_四因子 + R20_節奏 + R10_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE,602,55.32,5.1
716,5,21,Elo戰力 + R20_四因子 + R10_四因子 + 傷病_NetRating + 傷病_PIE,669,55.31,5.08
141,3,10,R40_攻防 + R10_節奏 + 傷病_PIE,566,55.3,5.07
1661,7,24,Elo戰力 + R5_攻防 + R10_四因子 + R5_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,633,55.29,5.06
1002,5,17,R20_四因子 + R5_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,586,55.29,5.05
196,3,12,R20_四因子 + 傷病_NetRating + 傷病_PIE,606,55.28,5.03
1771,7,23,R40_攻防 + R20_四因子 + R20_節奏 + R5_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,597,55.28,5.03
1364,6,24,R40_攻防 + R20_四因子 + R10_四因子 + R5_節奏 + 傷病_NetRating + 傷病_PIE,588,55.27,5.02
1271,6,16,Elo戰力 + R20_節奏 + R10_節奏 + R5_節奏 + R40_攻防差值 + 傷病_PIE,646,55.26,5.0
861,5,18,R40_攻防 + R20_四因子 + R5_節奏 + 傷病_NetRating + 傷病_PIE,599,55.26,4.99
256,4,13,Elo戰力 + R40_攻防 + R20_節奏 + 傷病_NetRating,590,55.25,4.98
1094,6,25,Elo戰力 + R40_攻防 + R20_四因子 + R10_四因子 + 傷病_NetRating + 傷病_PIE,628,55.25,4.98
1263,6,19,Elo戰力 + R10_四因子 + R20_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE,657,55.25,4.98
1358,6,24,R40_攻防 + R20_四因子 + R10_四因子 + R10_節奏 + R5_節奏 + 傷病_PIE,590,55.25,4.98
1490,7,29,Elo戰力 + R40_攻防 + R5_攻防 + R20_四因子 + R10_四因子 + R20_節奏 + 傷病_PIE,610,55.25,4.97
1810,7,24,R20_四因子 + R10_四因子 + R20_節奏 + R10_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE,543,55.25,4.97
50,2,10,R10_四因子 + 傷病_NetRating,563,55.24,4.96
335,4,11,Elo戰力 + R20_節奏 + R10_節奏 + 傷病_PIE,668,55.24,4.96
1794,7,27,R5_攻防 + R20_四因子 + R10_四因子 + R5_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,545,55.23,4.94
1565,7,27,Elo戰力 + R40_攻防 + R20_四因子 + R10_四因子 + R20_節奏 + 傷病_NetRating + 傷病_PIE,661,55.22,4.92
1800,7,23,R5_攻防 + R20_四因子 + R10_節奏 + R5_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,556,55.22,4.91
1101,6,21,Elo戰力 + R40_攻防 + R20_四因子 + R20_節奏 + R5_節奏 + 傷病_PIE,643,55.21,4.9
912,5,22,R5_攻防 + R20_四因子 + R10_四因子 + 傷病_NetRating + 傷病_PIE,605,55.21,4.89
1495,7,30,Elo戰力 + R40_攻防 + R5_攻防 + R20_四因子 + R10_四因子 + R5_節奏 + R40_攻防差值,605,55.21,4.89
1379,6,21,R40_攻防 + R20_四因子 + R10_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,587,55.2,4.87
579,5,17,Elo戰力 + R40_攻防 + R5_攻防 + R20_節奏 + 傷病_PIE,645,55.19,4.87
1041,6,23,Elo戰力 + R40_攻防 + R5_攻防 + R20_四因子 + R5_節奏 + 傷病_PIE,645,55.19,4.87
1789,7,27,R5_攻防 + R20_四因子 + R10_四因子 + R20_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,578,55.19,4.86
1237,6,24,Elo戰力 + R20_四因子 + R10_四因子 + R5_節奏 + R40_攻防差值 + 傷病_PIE,656,55.18,4.85
1535,7,26,Elo戰力 + R40_攻防 + R5_攻防 + R10_四因子 + R10_節奏 + R40_攻防差值 + 傷病_PIE,627,55.18,4.85
1777,7,23,R40_攻防 + R10_四因子 + R20_節奏 + R5_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,598,55.18,4.85
1235,6,23,Elo戰力 + R20_四因子 + R10_四因子 + R10_節奏 + 傷病_NetRating + 傷病_PIE,638,55.17,4.83
701,5,16,Elo戰力 + R5_攻防 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,658,55.17,4.82
1534,7,26,Elo戰力 + R40_攻防 + R5_攻防 + R10_四因子 + R10_節奏 + R40_攻防差值 + 傷病_NetRating,591,55.16,4.81
1098,6,21,Elo戰力 + R40_攻防 + R20_四因子 + R20_節奏 + R10_節奏 + 傷病_PIE,631,55.15,4.79
928,5,18,R5_攻防 + R20_四因子 + R10_節奏 + 傷病_NetRating + 傷病_PIE,564,55.14,4.77
977,5,20,R20_四因子 + R10_四因子 + R20_節奏 + 傷病_NetRating + 傷病_PIE,564,55.14,4.77
1146,6,18,Elo戰力 + R40_攻防 + R10_節奏 + R5_節奏 + R40_攻防差值 + 傷病_PIE,662,55.14,4.76
1483,6,19,R10_四因子 + R20_節奏 + R5_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,555,55.14,4.76
1188,6,21,Elo戰力 + R5_攻防 + R10_四因子 + R20_節奏 + R10_節奏 + 傷病_PIE,633,55.13,4.76
