Combo_ID,Blocks_Count,Feature_Count,Combo_Name,Bets_Count,Win_Pct,ROI
3229,10,35,Elo戰力 + R40_攻防 + R5_攻防 + R20_四因子 + R10_四因子 + R20_節奏 + R10_節奏 + R5_節奏 + 傷病_PIE + 傷病_Fantasy,628,56.69,7.71
187,5,15,Elo戰力 + R5_攻防 + R10_節奏 + R5_節奏 + 傷病_PIE,660,56.67,7.67
1288,6,22,R40_攻防 + R5_攻防 + R20_四因子 + R20_節奏 + 傷病_NetRating + 傷病_PIE,593,56.66,7.66
114,5,15,Elo戰力 + R40_攻防 + R5_節奏 + 傷病_NetRating + 傷病_PIE,676,56.66,7.65
3250,10,32,Elo戰力 + R40_攻防 + R5_攻防 + R20_四因子 + R20_節奏 + R5_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE + 傷病_Fantasy,625,56.64,7.62
3197,9,29,R40_攻防 + R5_攻防 + R10_四因子 + R20_節奏 + R10_節奏 + R5_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,595,56.64,7.61
1846,7,27,Elo戰力 + R40_攻防 + R20_四因子 + R10_四因子 + R20_節奏 + R10_節奏 + 傷病_PIE,618,56.63,7.61
1596,6,20,R5_攻防 + R10_四因子 + R20_節奏 + 傷病_NetRating + 傷病_PIE + 傷病_Fantasy,604,56.62,7.58
1228,6,19,Elo戰力 + R10_四因子 + R10_節奏 + 傷病_NetRating + 傷病_PIE + 傷病_Fantasy,636,56.6,7.55
1232,6,19,Elo戰力 + R10_四因子 + R5_節奏 + 傷病_NetRating + 傷病_PIE + 傷病_Fantasy,636,56.6,7.55
3013,9,33,Elo戰力 + R40_攻防 + R5_攻防 + R20_四因子 + R10_四因子 + R20_節奏 + R10_節奏 + 傷病_PIE + 傷病_Fantasy,629,56.6,7.54
2120,7,25,Elo戰力 + R20_四因子 + R10_四因子 + R10_節奏 + R5_節奏 + 傷病_PIE + 傷病_Fantasy,615,56.59,7.51
402,5,16,R40_攻防 + R5_攻防 + R10_節奏 + 傷病_NetRating + 傷病_PIE,608,56.58,7.5
2396,7,26,R5_攻防 + R20_四因子 + R10_四因子 + R20_節奏 + R10_節奏 + 傷病_NetRating + 傷病_PIE,578,56.57,7.49
2834,8,23,Elo戰力 + R10_四因子 + R20_節奏 + R10_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE + 傷病_Fantasy,640,56.56,7.47
1666,6,22,R20_四因子 + R10_四因子 + R5_節奏 + 傷病_NetRating + 傷病_PIE + 傷病_Fantasy,587,56.56,7.46
2742,8,29,Elo戰力 + R5_攻防 + R20_四因子 + R10_四因子 + R10_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE,603,56.55,7.45
2664,8,29,Elo戰力 + R40_攻防 + R20_四因子 + R10_四因子 + R10_節奏 + 傷病_NetRating + 傷病_PIE + 傷病_Fantasy,665,56.54,7.43
2129,7,26,Elo戰力 + R20_四因子 + R10_四因子 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE + 傷病_Fantasy,644,56.52,7.39
2795,8,26,Elo戰力 + R5_攻防 + R10_四因子 + R5_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE + 傷病_Fantasy,621,56.52,7.39
1942,7,23,Elo戰力 + R40_攻防 + R10_四因子 + R10_節奏 + 傷病_NetRating + 傷病_PIE + 傷病_Fantasy,637,56.51,7.38
2114,7,25,Elo戰力 + R20_四因子 + R10_四因子 + R20_節奏 + 傷病_NetRating + 傷病_PIE + 傷病_Fantasy,623,56.5,7.35
2034,7,24,Elo戰力 + R5_攻防 + R20_四因子 + R5_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,616,56.49,7.34
1910,7,24,Elo戰力 + R40_攻防 + R20_四因子 + R5_節奏 + R40_攻防差值 + 傷病_PIE + 傷病_Fantasy,632,56.49,7.33
2793,8,25,Elo戰力 + R5_攻防 + R10_四因子 + R10_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE + 傷病_Fantasy,632,56.49,7.33
3038,9,34,Elo戰力 + R40_攻防 + R5_攻防 + R20_四因子 + R10_四因子 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE + 傷病_Fantasy,632,56.49,7.33
1752,7,25,Elo戰力 + R40_攻防 + R5_攻防 + R20_四因子 + R20_節奏 + 傷病_PIE + 傷病_Fantasy,627,56.46,7.27
2683,8,25,Elo戰力 + R40_攻防 + R20_四因子 + R20_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE + 傷病_Fantasy,627,56.46,7.27
2685,8,26,Elo戰力 + R40_攻防 + R20_四因子 + R10_節奏 + R5_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,627,56.46,7.27
3144,9,32,Elo戰力 + R5_攻防 + R20_四因子 + R10_四因子 + R5_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE + 傷病_Fantasy,604,56.46,7.27
3211,9,31,R40_攻防 + R20_四因子 + R10_四因子 + R10_節奏 + R5_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE + 傷病_Fantasy,627,56.46,7.27
997,6,17,Elo戰力 + R40_攻防 + R10_節奏 + 傷病_NetRating + 傷病_PIE + 傷病_Fantasy,682,56.45,7.26
1756,7,25,Elo戰力 + R40_攻防 + R5_攻防 + R20_四因子 + R10_節奏 + R5_節奏 + 傷病_Fantasy,581,56.45,7.26
1946,7,23,Elo戰力 + R40_攻防 + R10_四因子 + R5_節奏 + 傷病_NetRating + 傷病_PIE + 傷病_Fantasy,643,56.45,7.26
2195,7,28,R40_攻防 + R5_攻防 + R20_四因子 + R10_四因子 + R10_節奏 + R5_節奏 + 傷病_NetRating,558,56.45,7.26
2371,7,23,R40_攻防 + R10_四因子 + R20_節奏 + R5_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,590,56.44,7.24
3063,9,29,Elo戰力 + R40_攻防 + R5_攻防 + R10_四因子 + R20_節奏 + R10_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE,652,56.44,7.24
192,5,15,Elo戰力 + R5_攻防 + R10_節奏 + 傷病_NetRating + 傷病_PIE,645,56.43,7.22
1947,7,24,Elo戰力 + R40_攻防 + R10_四因子 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE + 傷病_Fantasy,645,56.43,7.22
3106,9,31,Elo戰力 + R40_攻防 + R20_四因子 + R10_四因子 + R10_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE + 傷病_Fantasy,622,56.43,7.22
1264,6,26,R40_攻防 + R5_攻防 + R20_四因子 + R10_四因子 + R10_節奏 + 傷病_PIE,553,56.42,7.2
2380,7,23,R40_攻防 + R10_四因子 + R10_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE + 傷病_Fantasy,617,56.4,7.16
2687,8,26,Elo戰力 + R40_攻防 + R20_四因子 + R10_節奏 + R5_節奏 + R40_攻防差值 + 傷病_PIE + 傷病_Fantasy,656,56.4,7.16
2884,8,27,R40_攻防 + R5_攻防 + R20_四因子 + R20_節奏 + R5_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,587,56.39,7.14
2706,8,26,Elo戰力 + R40_攻防 + R10_四因子 + R10_節奏 + R5_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,642,56.39,7.13
2818,8,28,Elo戰力 + R20_四因子 + R10_四因子 + R10_節奏 + R5_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,642,56.39,7.13
3301,11,37,R40_攻防 + R5_攻防 + R20_四因子 + R10_四因子 + R20_節奏 + R10_節奏 + R5_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE + 傷病_Fantasy,619,56.38,7.12
561,5,22,R5_攻防 + R20_四因子 + R10_四因子 + 傷病_PIE + 傷病_Fantasy,596,56.38,7.11
1576,6,21,R5_攻防 + R20_四因子 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE + 傷病_Fantasy,557,56.37,7.11
2592,8,27,Elo戰力 + R40_攻防 + R5_攻防 + R10_四因子 + R20_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE,612,56.37,7.11
3203,9,29,R40_攻防 + R5_攻防 + R10_四因子 + R10_節奏 + R5_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE + 傷病_Fantasy,589,56.37,7.1
690,5,20,R20_四因子 + R10_四因子 + R10_節奏 + 傷病_NetRating + 傷病_Fantasy,543,56.35,7.07
2402,7,26,R5_攻防 + R20_四因子 + R10_四因子 + R20_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE,543,56.35,7.07
2268,7,24,R40_攻防 + R5_攻防 + R10_四因子 + R20_節奏 + 傷病_NetRating + 傷病_PIE + 傷病_Fantasy,607,56.34,7.05
2169,7,21,Elo戰力 + R10_四因子 + R10_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE + 傷病_Fantasy,664,56.33,7.02
2448,7,22,R5_攻防 + R10_四因子 + R20_節奏 + R10_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE,554,56.32,7.0
2568,8,27,Elo戰力 + R40_攻防 + R5_攻防 + R20_四因子 + R10_節奏 + R5_節奏 + 傷病_NetRating + 傷病_Fantasy,586,56.31,7.0
593,5,19,R5_攻防 + R20_四因子 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,602,56.31,6.99
3234,10,36,Elo戰力 + R40_攻防 + R5_攻防 + R20_四因子 + R10_四因子 + R20_節奏 + R5_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,634,56.31,6.99
2577,8,27,Elo戰力 + R40_攻防 + R5_攻防 + R20_四因子 + R5_節奏 + 傷病_NetRating + 傷病_PIE + 傷病_Fantasy,627,56.3,6.97
2673,8,25,Elo戰力 + R40_攻防 + R20_四因子 + R20_節奏 + R10_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE,643,56.3,6.97
3119,9,27,Elo戰力 + R40_攻防 + R10_四因子 + R20_節奏 + R10_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE + 傷病_Fantasy,627,56.3,6.97
3133,9,31,Elo戰力 + R5_攻防 + R20_四因子 + R10_四因子 + R20_節奏 + R10_節奏 + 傷病_NetRating + 傷病_PIE + 傷病_Fantasy,611,56.3,6.97
931,6,22,Elo戰力 + R40_攻防 + R20_四因子 + R40_攻防差值 + 傷病_PIE + 傷病_Fantasy,652,56.29,6.95
1544,6,20,R5_攻防 + R20_四因子 + R20_節奏 + R10_節奏 + R5_節奏 + 傷病_PIE,517,56.29,6.94
2658,8,29,Elo戰力 + R40_攻防 + R20_四因子 + R10_四因子 + R10_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE,645,56.28,6.93
1590,6,20,R5_攻防 + R10_四因子 + R20_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE,544,56.25,6.87
1899,7,24,Elo戰力 + R40_攻防 + R20_四因子 + R10_節奏 + R5_節奏 + R40_攻防差值 + 傷病_PIE,624,56.25,6.87
2542,8,32,Elo戰力 + R40_攻防 + R5_攻防 + R20_四因子 + R10_四因子 + R40_攻防差值 + 傷病_PIE + 傷病_Fantasy,624,56.25,6.87
2768,8,26,Elo戰力 + R5_攻防 + R20_四因子 + R20_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE + 傷病_Fantasy,624,56.25,6.87
2865,8,31,R40_攻防 + R5_攻防 + R20_四因子 + R10_四因子 + R10_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,576,56.25,6.87
2938,8,29,R40_攻防 + R20_四因子 + R10_四因子 + R10_節奏 + R5_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,601,56.24,6.86
3214,9,31,R5_攻防 + R20_四因子 + R10_四因子 + R20_節奏 + R10_節奏 + R5_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,569,56.24,6.85
3271,10,34,Elo戰力 + R5_攻防 + R20_四因子 + R10_四因子 + R20_節奏 + R10_節奏 + R5_節奏 + R40_攻防差值 + 傷病_PIE + 傷病_Fantasy,626,56.23,6.84
625,5,18,R5_攻防 + R10_四因子 + R5_節奏 + 傷病_NetRating + 傷病_PIE,578,56.23,6.83
2880,8,27,R40_攻防 + R5_攻防 + R20_四因子 + R20_節奏 + R10_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,587,56.22,6.81
2980,8,25,R5_攻防 + R20_四因子 + R20_節奏 + R10_節奏 + R5_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,548,56.2,6.79
3052,9,29,Elo戰力 + R40_攻防 + R5_攻防 + R20_四因子 + R20_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE + 傷病_Fantasy,653,56.2,6.78
3158,9,28,Elo戰力 + R5_攻防 + R10_四因子 + R10_節奏 + R5_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE + 傷病_Fantasy,621,56.2,6.78
2455,7,23,R5_攻防 + R10_四因子 + R20_節奏 + R5_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,589,56.2,6.77
735,5,16,R20_四因子 + R5_節奏 + 傷病_NetRating + 傷病_PIE + 傷病_Fantasy,614,56.19,6.76
167,5,19,Elo戰力 + R5_攻防 + R10_四因子 + 傷病_NetRating + 傷病_PIE,639,56.18,6.74
1159,6,23,Elo戰力 + R20_四因子 + R10_四因子 + R5_節奏 + 傷病_PIE + 傷病_Fantasy,639,56.18,6.74
2191,7,28,R40_攻防 + R5_攻防 + R20_四因子 + R10_四因子 + R20_節奏 + 傷病_NetRating + 傷病_PIE,623,56.18,6.74
351,5,20,R40_攻防 + R5_攻防 + R20_四因子 + R5_節奏 + 傷病_PIE,559,56.17,6.73
1128,6,18,Elo戰力 + R5_攻防 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE + 傷病_Fantasy,648,56.17,6.73
2328,7,26,R40_攻防 + R20_四因子 + R10_四因子 + R10_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE,575,56.17,6.73
2705,8,26,Elo戰力 + R40_攻防 + R10_四因子 + R20_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE + 傷病_Fantasy,616,56.17,6.72
574,5,18,R5_攻防 + R20_四因子 + R20_節奏 + 傷病_NetRating + 傷病_PIE,568,56.16,6.71
1222,6,19,Elo戰力 + R10_四因子 + R10_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE,625,56.16,6.7
2873,8,31,R40_攻防 + R5_攻防 + R20_四因子 + R10_四因子 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE + 傷病_Fantasy,625,56.16,6.7
1053,6,21,Elo戰力 + R5_攻防 + R20_四因子 + R5_節奏 + 傷病_NetRating + 傷病_Fantasy,602,56.15,6.68
1504,6,16,R40_攻防 + R10_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE + 傷病_Fantasy,618,56.15,6.68
1750,7,25,Elo戰力 + R40_攻防 + R5_攻防 + R20_四因子 + R20_節奏 + 傷病_NetRating + 傷病_PIE,659,56.15,6.68
2023,7,23,Elo戰力 + R5_攻防 + R20_四因子 + R20_節奏 + 傷病_NetRating + 傷病_PIE + 傷病_Fantasy,627,56.14,6.67
358,5,20,R40_攻防 + R5_攻防 + R20_四因子 + 傷病_PIE + 傷病_Fantasy,611,56.14,6.66
1435,6,20,R40_攻防 + R20_四因子 + R20_節奏 + 傷病_NetRating + 傷病_PIE + 傷病_Fantasy,620,56.13,6.65
3141,9,32,Elo戰力 + R5_攻防 + R20_四因子 + R10_四因子 + R10_節奏 + R5_節奏 + R40_攻防差值 + 傷病_PIE + 傷病_Fantasy,620,56.13,6.65
2644,8,29,Elo戰力 + R40_攻防 + R20_四因子 + R10_四因子 + R20_節奏 + R10_節奏 + 傷病_PIE + 傷病_Fantasy,604,56.13,6.64
2678,8,26,Elo戰力 + R40_攻防 + R20_四因子 + R20_節奏 + R10_節奏 + R40_攻防差值 + 傷病_PIE + 傷病_Fantasy,645,56.12,6.64
809,6,23,Elo戰力 + R40_攻防 + R5_攻防 + R20_四因子 + R10_節奏 + 傷病_PIE,629,56.12,6.63
1686,6,18,R20_四因子 + R10_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE + 傷病_Fantasy,588,56.12,6.63
760,5,16,R10_四因子 + R10_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE,556,56.12,6.62
2862,8,30,R40_攻防 + R5_攻防 + R20_四因子 + R10_四因子 + R10_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE,581,56.11,6.61
3163,9,29,Elo戰力 + R20_四因子 + R10_四因子 + R20_節奏 + R10_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE + 傷病_Fantasy,622,56.11,6.61
1263,6,26,R40_攻防 + R5_攻防 + R20_四因子 + R10_四因子 + R10_節奏 + 傷病_NetRating,565,56.11,6.6
1901,7,23,Elo戰力 + R40_攻防 + R20_四因子 + R10_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE,647,56.11,6.6
2073,7,24,Elo戰力 + R5_攻防 + R10_四因子 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE + 傷病_Fantasy,647,56.11,6.6
2068,7,23,Elo戰力 + R5_攻防 + R10_四因子 + R10_節奏 + 傷病_NetRating + 傷病_PIE + 傷病_Fantasy,615,56.1,6.59
2879,8,26,R40_攻防 + R5_攻防 + R20_四因子 + R20_節奏 + R10_節奏 + R5_節奏 + 傷病_PIE + 傷病_Fantasy,590,56.1,6.59
2888,8,27,R40_攻防 + R5_攻防 + R20_四因子 + R20_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE + 傷病_Fantasy,615,56.1,6.59
3034,9,34,Elo戰力 + R40_攻防 + R5_攻防 + R20_四因子 + R10_四因子 + R5_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,615,56.1,6.59
1163,6,23,Elo戰力 + R20_四因子 + R10_四因子 + 傷病_NetRating + 傷病_PIE + 傷病_Fantasy,640,56.09,6.58
2064,7,23,Elo戰力 + R5_攻防 + R10_四因子 + R10_節奏 + R5_節奏 + 傷病_PIE + 傷病_Fantasy,617,56.08,6.55
499,5,18,R40_攻防 + R10_四因子 + R5_節奏 + 傷病_NetRating + 傷病_PIE,610,56.07,6.52
922,6,21,Elo戰力 + R40_攻防 + R20_四因子 + R10_節奏 + 傷病_PIE + 傷病_Fantasy,635,56.06,6.52
2532,8,31,Elo戰力 + R40_攻防 + R5_攻防 + R20_四因子 + R10_四因子 + R10_節奏 + 傷病_NetRating + 傷病_Fantasy,594,56.06,6.52
2135,7,21,Elo戰力 + R20_四因子 + R20_節奏 + R10_節奏 + R5_節奏 + 傷病_PIE + 傷病_Fantasy,628,56.05,6.5
126,5,23,Elo戰力 + R5_攻防 + R20_四因子 + R10_四因子 + 傷病_PIE,587,56.05,6.49
321,5,13,Elo戰力 + R10_節奏 + R5_節奏 + 傷病_PIE + 傷病_Fantasy,653,56.05,6.49
427,5,22,R40_攻防 + R20_四因子 + R10_四因子 + R5_節奏 + 傷病_NetRating,555,56.04,6.47
2486,7,24,R20_四因子 + R10_四因子 + R20_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE + 傷病_Fantasy,589,56.03,6.45
2828,8,24,Elo戰力 + R20_四因子 + R20_節奏 + R10_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE + 傷病_Fantasy,614,56.03,6.45
873,6,20,Elo戰力 + R40_攻防 + R5_攻防 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,664,56.02,6.45
830,6,23,Elo戰力 + R40_攻防 + R5_攻防 + R10_四因子 + R10_節奏 + 傷病_PIE,648,56.02,6.44
1671,6,18,R20_四因子 + R20_節奏 + R10_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE,582,56.01,6.43
117,5,16,Elo戰力 + R40_攻防 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,682,56.01,6.42
243,5,17,Elo戰力 + R20_四因子 + R10_節奏 + R5_節奏 + 傷病_PIE,657,56.01,6.42
2745,8,30,Elo戰力 + R5_攻防 + R20_四因子 + R10_四因子 + R10_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE,632,56.01,6.42
1986,7,27,Elo戰力 + R5_攻防 + R20_四因子 + R10_四因子 + R10_節奏 + R5_節奏 + 傷病_PIE,616,56.01,6.41
2282,7,24,R40_攻防 + R5_攻防 + R10_四因子 + R5_節奏 + 傷病_NetRating + 傷病_PIE + 傷病_Fantasy,616,56.01,6.41
3148,9,27,Elo戰力 + R5_攻防 + R20_四因子 + R20_節奏 + R10_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE + 傷病_Fantasy,641,56.01,6.41
1339,6,22,R40_攻防 + R5_攻防 + R10_四因子 + R5_節奏 + 傷病_NetRating + 傷病_PIE,600,56.0,6.4
1966,7,19,Elo戰力 + R40_攻防 + R10_節奏 + R5_節奏 + 傷病_NetRating + 傷病_PIE + 傷病_Fantasy,659,55.99,6.39
2304,7,21,R40_攻防 + R5_攻防 + R5_節奏 + R40_攻防差值 + 傷病_NetRating + 傷病_PIE + 傷病_Fantasy,643,55.99,6.38
866,6,19,Elo戰力 + R40_攻防 + R5_攻防 + R10_節奏 + 傷病_PIE + 傷病_Fantasy,652,55.98,6.37
